body, x, y, z
jupiter,4.6233,1.7631,-0.1108
saturn,-4.8851,7.6712,0.0614
uranus,-2.9901,18.7284,0.1079
neptune,27.7218,11.0396,-0.8649
sun,0.0041,-0.0072,-0.0001
jupiter,4.6130,1.7902,-0.1107
saturn,-4.9034,7.6602,0.0623
uranus,-3.0044,18.7255,0.1081
neptune,27.7175,11.0503,-0.8650
sun,0.0041,-0.0072,-0.0001
jupiter,4.6025,1.8172,-0.1105
saturn,-4.9217,7.6492,0.0632
uranus,-3.0186,18.7226,0.1083
neptune,27.7132,11.0611,-0.8651
sun,0.0041,-0.0073,-0.0001
jupiter,4.5919,1.8441,-0.1104
saturn,-4.9399,7.6382,0.0642
uranus,-3.0328,18.7196,0.1084
neptune,27.7089,11.0718,-0.8653
sun,0.0041,-0.0073,-0.0001
jupiter,4.5811,1.8710,-0.1103
saturn,-4.9581,7.6271,0.0651
uranus,-3.0471,18.7167,0.1086
neptune,27.7046,11.0826,-0.8654
sun,0.0041,-0.0073,-0.0001
jupiter,4.5702,1.8978,-0.1102
saturn,-4.9763,7.6159,0.0660
uranus,-3.0613,18.7138,0.1088
neptune,27.7003,11.0933,-0.8655
sun,0.0041,-0.0073,-0.0001
jupiter,4.5592,1.9245,-0.1100
saturn,-4.9944,7.6048,0.0669
uranus,-3.0756,18.7108,0.1090
neptune,27.6960,11.1040,-0.8656
sun,0.0042,-0.0073,-0.0001
jupiter,4.5480,1.9512,-0.1099
saturn,-5.0125,7.5936,0.0678
uranus,-3.0898,18.7079,0.1091
neptune,27.6917,11.1148,-0.8657
sun,0.0042,-0.0074,-0.0001
jupiter,4.5366,1.9778,-0.1097
saturn,-5.0306,7.5823,0.0687
uranus,-3.1040,18.7049,0.1093
neptune,27.6873,11.1255,-0.8659
sun,0.0042,-0.0074,-0.0001
jupiter,4.5251,2.0044,-0.1096
saturn,-5.0487,7.5710,0.0697
uranus,-3.1183,18.7019,0.1095
neptune,27.6830,11.1362,-0.8660
sun,0.0042,-0.0074,-0.0001
jupiter,4.5134,2.0309,-0.1094
saturn,-5.0667,7.5597,0.0706
uranus,-3.1325,18.6989,0.1097
neptune,27.6787,11.1470,-0.8661
sun,0.0042,-0.0074,-0.0001
jupiter,4.5016,2.0573,-0.1093
saturn,-5.0847,7.5484,0.0715
uranus,-3.1467,18.6959,0.1098
neptune,27.6744,11.1577,-0.8662
sun,0.0042,-0.0075,-0.0001
jupiter,4.4897,2.0836,-0.1091
saturn,-5.1027,7.5370,0.0724
uranus,-3.1610,18.6929,0.1100
neptune,27.6700,11.1684,-0.8664
sun,0.0043,-0.0075,-0.0001
jupiter,4.4776,2.1099,-0.1090
saturn,-5.1207,7.5255,0.0733
uranus,-3.1752,18.6899,0.1102
neptune,27.6657,11.1791,-0.8665
sun,0.0043,-0.0075,-0.0001
jupiter,4.4654,2.1362,-0.1088
saturn,-5.1386,7.5140,0.0742
uranus,-3.1894,18.6869,0.1104
neptune,27.6613,11.1899,-0.8666
sun,0.0043,-0.0075,-0.0001
jupiter,4.4530,2.1623,-0.1086
saturn,-5.1565,7.5025,0.0751
uranus,-3.2036,18.6838,0.1105
neptune,27.6570,11.2006,-0.8667
sun,0.0043,-0.0075,-0.0001
jupiter,4.4405,2.1884,-0.1085
saturn,-5.1744,7.4910,0.0761
uranus,-3.2178,18.6808,0.1107
neptune,27.6526,11.2113,-0.8668
sun,0.0043,-0.0076,-0.0001
jupiter,4.4278,2.2144,-0.1083
saturn,-5.1923,7.4794,0.0770
uranus,-3.2321,18.6777,0.1109
neptune,27.6483,11.2220,-0.8670
sun,0.0044,-0.0076,-0.0001
jupiter,4.4150,2.2403,-0.1081
saturn,-5.2101,7.4677,0.0779
uranus,-3.2463,18.6746,0.1110
neptune,27.6439,11.2328,-0.8671
sun,0.0044,-0.0076,-0.0001
jupiter,4.4020,2.2662,-0.1079
saturn,-5.2279,7.4561,0.0788
uranus,-3.2605,18.6715,0.1112
neptune,27.6395,11.2435,-0.8672
sun,0.0044,-0.0076,-0.0001
jupiter,4.3889,2.2920,-0.1077
saturn,-5.2457,7.4443,0.0797
uranus,-3.2747,18.6684,0.1114
neptune,27.6352,11.2542,-0.8673
sun,0.0044,-0.0077,-0.0001
jupiter,4.3757,2.3177,-0.1076
saturn,-5.2634,7.4326,0.0806
uranus,-3.2889,18.6653,0.1116
neptune,27.6308,11.2649,-0.8674
sun,0.0044,-0.0077,-0.0001
jupiter,4.3623,2.3433,-0.1074
saturn,-5.2811,7.4208,0.0815
uranus,-3.3031,18.6622,0.1117
neptune,27.6264,11.2756,-0.8676
sun,0.0044,-0.0077,-0.0001
jupiter,4.3487,2.3689,-0.1072
saturn,-5.2988,7.4090,0.0824
uranus,-3.3173,18.6591,0.1119
neptune,27.6220,11.2863,-0.8677
sun,0.0045,-0.0077,-0.0001
jupiter,4.3351,2.3944,-0.1070
saturn,-5.3165,7.3971,0.0833
uranus,-3.3315,18.6559,0.1121
neptune,27.6177,11.2970,-0.8678
sun,0.0045,-0.0077,-0.0001
jupiter,4.3213,2.4198,-0.1068
saturn,-5.3341,7.3852,0.0843
uranus,-3.3457,18.6528,0.1123
neptune,27.6133,11.3077,-0.8679
sun,0.0045,-0.0078,-0.0001
jupiter,4.3073,2.4451,-0.1066
saturn,-5.3517,7.3732,0.0852
uranus,-3.3599,18.6496,0.1124
neptune,27.6089,11.3184,-0.8680
sun,0.0045,-0.0078,-0.0001
jupiter,4.2932,2.4703,-0.1063
saturn,-5.3693,7.3612,0.0861
uranus,-3.3741,18.6464,0.1126
neptune,27.6045,11.3291,-0.8681
sun,0.0045,-0.0078,-0.0001
jupiter,4.2790,2.4955,-0.1061
saturn,-5.3869,7.3492,0.0870
uranus,-3.3883,18.6432,0.1128
neptune,27.6001,11.3398,-0.8683
sun,0.0046,-0.0078,-0.0001
jupiter,4.2646,2.5206,-0.1059
saturn,-5.4044,7.3372,0.0879
uranus,-3.4025,18.6400,0.1129
neptune,27.5957,11.3505,-0.8684
sun,0.0046,-0.0078,-0.0001
jupiter,4.2501,2.5456,-0.1057
saturn,-5.4219,7.3251,0.0888
uranus,-3.4167,18.6368,0.1131
neptune,27.5912,11.3612,-0.8685
sun,0.0046,-0.0079,-0.0001
jupiter,4.2355,2.5705,-0.1055
saturn,-5.4393,7.3129,0.0897
uranus,-3.4309,18.6336,0.1133
neptune,27.5868,11.3719,-0.8686
sun,0.0046,-0.0079,-0.0001
jupiter,4.2207,2.5954,-0.1052
saturn,-5.4568,7.3007,0.0906
uranus,-3.4451,18.6304,0.1135
neptune,27.5824,11.3826,-0.8687
sun,0.0046,-0.0079,-0.0001
jupiter,4.2058,2.6201,-0.1050
saturn,-5.4742,7.2885,0.0915
uranus,-3.4593,18.6271,0.1136
neptune,27.5780,11.3933,-0.8689
sun,0.0047,-0.0079,-0.0001
jupiter,4.1907,2.6448,-0.1048
saturn,-5.4916,7.2763,0.0924
uranus,-3.4735,18.6239,0.1138
neptune,27.5736,11.4040,-0.8690
sun,0.0047,-0.0080,-0.0001
jupiter,4.1755,2.6694,-0.1045
saturn,-5.5089,7.2640,0.0933
uranus,-3.4877,18.6206,0.1140
neptune,27.5691,11.4147,-0.8691
sun,0.0047,-0.0080,-0.0001
jupiter,4.1602,2.6939,-0.1043
saturn,-5.5262,7.2517,0.0942
uranus,-3.5019,18.6173,0.1141
neptune,27.5647,11.4254,-0.8692
sun,0.0047,-0.0080,-0.0001
jupiter,4.1447,2.7183,-0.1041
saturn,-5.5435,7.2393,0.0951
uranus,-3.5160,18.6141,0.1143
neptune,27.5603,11.4361,-0.8693
sun,0.0047,-0.0080,-0.0001
jupiter,4.1291,2.7426,-0.1038
saturn,-5.5608,7.2269,0.0960
uranus,-3.5302,18.6108,0.1145
neptune,27.5558,11.4468,-0.8694
sun,0.0048,-0.0080,-0.0001
jupiter,4.1134,2.7668,-0.1036
saturn,-5.5780,7.2145,0.0969
uranus,-3.5444,18.6075,0.1147
neptune,27.5514,11.4574,-0.8696
sun,0.0048,-0.0081,-0.0001
jupiter,4.0975,2.7910,-0.1033
saturn,-5.5952,7.2020,0.0978
uranus,-3.5586,18.6041,0.1148
neptune,27.5469,11.4681,-0.8697
sun,0.0048,-0.0081,-0.0001
jupiter,4.0816,2.8150,-0.1030
saturn,-5.6124,7.1895,0.0987
uranus,-3.5727,18.6008,0.1150
neptune,27.5425,11.4788,-0.8698
sun,0.0048,-0.0081,-0.0001
jupiter,4.0654,2.8390,-0.1028
saturn,-5.6296,7.1769,0.0996
uranus,-3.5869,18.5975,0.1152
neptune,27.5380,11.4895,-0.8699
sun,0.0049,-0.0081,-0.0001
jupiter,4.0492,2.8628,-0.1025
saturn,-5.6467,7.1643,0.1005
uranus,-3.6011,18.5941,0.1153
neptune,27.5335,11.5001,-0.8700
sun,0.0049,-0.0081,-0.0001
jupiter,4.0328,2.8866,-0.1022
saturn,-5.6638,7.1517,0.1014
uranus,-3.6152,18.5908,0.1155
neptune,27.5291,11.5108,-0.8702
sun,0.0049,-0.0081,-0.0001
jupiter,4.0163,2.9103,-0.1020
saturn,-5.6808,7.1390,0.1023
uranus,-3.6294,18.5874,0.1157
neptune,27.5246,11.5215,-0.8703
sun,0.0049,-0.0082,-0.0001
jupiter,3.9996,2.9339,-0.1017
saturn,-5.6979,7.1263,0.1032
uranus,-3.6436,18.5840,0.1159
neptune,27.5201,11.5322,-0.8704
sun,0.0049,-0.0082,-0.0001
jupiter,3.9828,2.9574,-0.1014
saturn,-5.7149,7.1136,0.1041
uranus,-3.6577,18.5806,0.1160
neptune,27.5156,11.5428,-0.8705
sun,0.0050,-0.0082,-0.0001
jupiter,3.9659,2.9808,-0.1011
saturn,-5.7319,7.1008,0.1050
uranus,-3.6719,18.5772,0.1162
neptune,27.5111,11.5535,-0.8706
sun,0.0050,-0.0082,-0.0001
jupiter,3.9489,3.0041,-0.1009
saturn,-5.7488,7.0880,0.1059
uranus,-3.6860,18.5738,0.1164
neptune,27.5067,11.5642,-0.8707
sun,0.0050,-0.0082,-0.0001
jupiter,3.9317,3.0273,-0.1006
saturn,-5.7657,7.0751,0.1068
uranus,-3.7002,18.5704,0.1165
neptune,27.5022,11.5748,-0.8708
sun,0.0050,-0.0083,-0.0001
jupiter,3.9145,3.0504,-0.1003
saturn,-5.7826,7.0623,0.1077
uranus,-3.7143,18.5670,0.1167
neptune,27.4977,11.5855,-0.8710
sun,0.0050,-0.0083,-0.0001
jupiter,3.8970,3.0734,-0.1000
saturn,-5.7994,7.0493,0.1086
uranus,-3.7285,18.5635,0.1169
neptune,27.4932,11.5961,-0.8711
sun,0.0051,-0.0083,-0.0001
jupiter,3.8795,3.0963,-0.0997
saturn,-5.8163,7.0364,0.1095
uranus,-3.7426,18.5600,0.1171
neptune,27.4887,11.6068,-0.8712
sun,0.0051,-0.0083,-0.0001
jupiter,3.8618,3.1191,-0.0994
saturn,-5.8331,7.0234,0.1104
uranus,-3.7568,18.5566,0.1172
neptune,27.4841,11.6175,-0.8713
sun,0.0051,-0.0083,-0.0001
jupiter,3.8441,3.1418,-0.0991
saturn,-5.8498,7.0103,0.1113
uranus,-3.7709,18.5531,0.1174
neptune,27.4796,11.6281,-0.8714
sun,0.0051,-0.0084,-0.0001
jupiter,3.8261,3.1644,-0.0988
saturn,-5.8666,6.9973,0.1122
uranus,-3.7850,18.5496,0.1176
neptune,27.4751,11.6388,-0.8715
sun,0.0052,-0.0084,-0.0001
jupiter,3.8081,3.1869,-0.0985
saturn,-5.8833,6.9842,0.1131
uranus,-3.7992,18.5461,0.1177
neptune,27.4706,11.6494,-0.8717
sun,0.0052,-0.0084,-0.0001
jupiter,3.7900,3.2093,-0.0982
saturn,-5.8999,6.9710,0.1140
uranus,-3.8133,18.5426,0.1179
neptune,27.4661,11.6601,-0.8718
sun,0.0052,-0.0084,-0.0001
jupiter,3.7717,3.2316,-0.0978
saturn,-5.9166,6.9579,0.1149
uranus,-3.8274,18.5391,0.1181
neptune,27.4615,11.6707,-0.8719
sun,0.0052,-0.0084,-0.0001
jupiter,3.7533,3.2538,-0.0975
saturn,-5.9332,6.9446,0.1158
uranus,-3.8416,18.5355,0.1182
neptune,27.4570,11.6814,-0.8720
sun,0.0053,-0.0084,-0.0001
jupiter,3.7348,3.2758,-0.0972
saturn,-5.9498,6.9314,0.1167
uranus,-3.8557,18.5320,0.1184
neptune,27.4525,11.6920,-0.8721
sun,0.0053,-0.0085,-0.0001
jupiter,3.7161,3.2978,-0.0969
saturn,-5.9663,6.9181,0.1175
uranus,-3.8698,18.5285,0.1186
neptune,27.4479,11.7026,-0.8722
sun,0.0053,-0.0085,-0.0001
jupiter,3.6974,3.3197,-0.0965
saturn,-5.9828,6.9048,0.1184
uranus,-3.8840,18.5249,0.1188
neptune,27.4434,11.7133,-0.8723
sun,0.0053,-0.0085,-0.0001
jupiter,3.6785,3.3415,-0.0962
saturn,-5.9993,6.8914,0.1193
uranus,-3.8981,18.5213,0.1189
neptune,27.4388,11.7239,-0.8725
sun,0.0053,-0.0085,-0.0001
jupiter,3.6595,3.3631,-0.0959
saturn,-6.0158,6.8780,0.1202
uranus,-3.9122,18.5177,0.1191
neptune,27.4343,11.7346,-0.8726
sun,0.0054,-0.0085,-0.0001
jupiter,3.6404,3.3847,-0.0955
saturn,-6.0322,6.8646,0.1211
uranus,-3.9263,18.5141,0.1193
neptune,27.4297,11.7452,-0.8727
sun,0.0054,-0.0085,-0.0001
jupiter,3.6211,3.4061,-0.0952
saturn,-6.0486,6.8512,0.1220
uranus,-3.9404,18.5105,0.1194
neptune,27.4252,11.7558,-0.8728
sun,0.0054,-0.0086,-0.0001
jupiter,3.6018,3.4274,-0.0949
saturn,-6.0650,6.8377,0.1229
uranus,-3.9545,18.5069,0.1196
neptune,27.4206,11.7665,-0.8729
sun,0.0054,-0.0086,-0.0001
jupiter,3.5823,3.4487,-0.0945
saturn,-6.0813,6.8241,0.1238
uranus,-3.9686,18.5033,0.1198
neptune,27.4160,11.7771,-0.8730
sun,0.0055,-0.0086,-0.0001
jupiter,3.5627,3.4698,-0.0942
saturn,-6.0976,6.8106,0.1246
uranus,-3.9828,18.4996,0.1199
neptune,27.4114,11.7877,-0.8731
sun,0.0055,-0.0086,-0.0001
jupiter,3.5431,3.4908,-0.0938
saturn,-6.1139,6.7970,0.1255
uranus,-3.9969,18.4960,0.1201
neptune,27.4069,11.7984,-0.8733
sun,0.0055,-0.0086,-0.0001
jupiter,3.5233,3.5117,-0.0935
saturn,-6.1301,6.7833,0.1264
uranus,-4.0110,18.4923,0.1203
neptune,27.4023,11.8090,-0.8734
sun,0.0055,-0.0086,-0.0001
jupiter,3.5033,3.5324,-0.0931
saturn,-6.1463,6.7696,0.1273
uranus,-4.0251,18.4886,0.1205
neptune,27.3977,11.8196,-0.8735
sun,0.0056,-0.0087,-0.0001
jupiter,3.4833,3.5531,-0.0927
saturn,-6.1625,6.7559,0.1282
uranus,-4.0392,18.4850,0.1206
neptune,27.3931,11.8302,-0.8736
sun,0.0056,-0.0087,-0.0001
jupiter,3.4632,3.5736,-0.0924
saturn,-6.1786,6.7422,0.1291
uranus,-4.0533,18.4813,0.1208
neptune,27.3885,11.8408,-0.8737
sun,0.0056,-0.0087,-0.0001
jupiter,3.4429,3.5941,-0.0920
saturn,-6.1947,6.7284,0.1299
uranus,-4.0673,18.4776,0.1210
neptune,27.3839,11.8515,-0.8738
sun,0.0056,-0.0087,-0.0001
jupiter,3.4226,3.6144,-0.0916
saturn,-6.2108,6.7146,0.1308
uranus,-4.0814,18.4738,0.1211
neptune,27.3793,11.8621,-0.8739
sun,0.0057,-0.0087,-0.0001
jupiter,3.4021,3.6346,-0.0913
saturn,-6.2269,6.7008,0.1317
uranus,-4.0955,18.4701,0.1213
neptune,27.3747,11.8727,-0.8740
sun,0.0057,-0.0087,-0.0001
jupiter,3.3815,3.6547,-0.0909
saturn,-6.2429,6.6869,0.1326
uranus,-4.1096,18.4664,0.1215
neptune,27.3701,11.8833,-0.8742
sun,0.0057,-0.0088,-0.0001
jupiter,3.3608,3.6746,-0.0905
saturn,-6.2589,6.6730,0.1334
uranus,-4.1237,18.4626,0.1216
neptune,27.3655,11.8939,-0.8743
sun,0.0057,-0.0088,-0.0001
jupiter,3.3400,3.6945,-0.0901
saturn,-6.2748,6.6590,0.1343
uranus,-4.1378,18.4589,0.1218
neptune,27.3609,11.9045,-0.8744
sun,0.0058,-0.0088,-0.0001
jupiter,3.3191,3.7142,-0.0897
saturn,-6.2907,6.6450,0.1352
uranus,-4.1519,18.4551,0.1220
neptune,27.3562,11.9151,-0.8745
sun,0.0058,-0.0088,-0.0001
jupiter,3.2981,3.7338,-0.0893
saturn,-6.3066,6.6310,0.1361
uranus,-4.1659,18.4513,0.1221
neptune,27.3516,11.9257,-0.8746
sun,0.0058,-0.0088,-0.0001
jupiter,3.2770,3.7533,-0.0889
saturn,-6.3225,6.6170,0.1370
uranus,-4.1800,18.4475,0.1223
neptune,27.3470,11.9363,-0.8747
sun,0.0058,-0.0088,-0.0001
jupiter,3.2558,3.7727,-0.0886
saturn,-6.3383,6.6029,0.1378
uranus,-4.1941,18.4437,0.1225
neptune,27.3423,11.9469,-0.8748
sun,0.0059,-0.0088,-0.0001
jupiter,3.2345,3.7920,-0.0882
saturn,-6.3541,6.5887,0.1387
uranus,-4.2081,18.4399,0.1226
neptune,27.3377,11.9575,-0.8749
sun,0.0059,-0.0089,-0.0001
jupiter,3.2131,3.8111,-0.0878
saturn,-6.3698,6.5746,0.1396
uranus,-4.2222,18.4361,0.1228
neptune,27.3330,11.9681,-0.8750
sun,0.0059,-0.0089,-0.0001
jupiter,3.1916,3.8301,-0.0874
saturn,-6.3856,6.5604,0.1404
uranus,-4.2363,18.4323,0.1230
neptune,27.3284,11.9787,-0.8752
sun,0.0059,-0.0089,-0.0001
jupiter,3.1699,3.8490,-0.0870
saturn,-6.4012,6.5462,0.1413
uranus,-4.2503,18.4284,0.1231
neptune,27.3237,11.9893,-0.8753
sun,0.0060,-0.0089,-0.0001
jupiter,3.1482,3.8678,-0.0865
saturn,-6.4169,6.5319,0.1422
uranus,-4.2644,18.4246,0.1233
neptune,27.3191,11.9999,-0.8754
sun,0.0060,-0.0089,-0.0001
jupiter,3.1264,3.8864,-0.0861
saturn,-6.4325,6.5176,0.1431
uranus,-4.2785,18.4207,0.1235
neptune,27.3144,12.0105,-0.8755
sun,0.0060,-0.0089,-0.0001
jupiter,3.1045,3.9049,-0.0857
saturn,-6.4481,6.5033,0.1439
uranus,-4.2925,18.4168,0.1237
neptune,27.3098,12.0211,-0.8756
sun,0.0060,-0.0089,-0.0001
jupiter,3.0824,3.9233,-0.0853
saturn,-6.4637,6.4890,0.1448
uranus,-4.3066,18.4129,0.1238
neptune,27.3051,12.0317,-0.8757
sun,0.0061,-0.0090,-0.0001
jupiter,3.0603,3.9416,-0.0849
saturn,-6.4792,6.4746,0.1457
uranus,-4.3206,18.4090,0.1240
neptune,27.3004,12.0423,-0.8758
sun,0.0061,-0.0090,-0.0001
jupiter,3.0381,3.9598,-0.0845
saturn,-6.4947,6.4601,0.1465
uranus,-4.3347,18.4051,0.1242
neptune,27.2958,12.0529,-0.8759
sun,0.0061,-0.0090,-0.0001
jupiter,3.0158,3.9778,-0.0840
saturn,-6.5102,6.4457,0.1474
uranus,-4.3487,18.4012,0.1243
neptune,27.2911,12.0635,-0.8760
sun,0.0062,-0.0090,-0.0001
jupiter,2.9934,3.9957,-0.0836
saturn,-6.5256,6.4312,0.1483
uranus,-4.3627,18.3973,0.1245
neptune,27.2864,12.0740,-0.8762
sun,0.0062,-0.0090,-0.0001
jupiter,2.9709,4.0134,-0.0832
saturn,-6.5410,6.4167,0.1491
uranus,-4.3768,18.3933,0.1247
neptune,27.2817,12.0846,-0.8763
sun,0.0062,-0.0090,-0.0001
jupiter,2.9483,4.0311,-0.0828
saturn,-6.5563,6.4021,0.1500
uranus,-4.3908,18.3894,0.1248
neptune,27.2770,12.0952,-0.8764
sun,0.0062,-0.0090,-0.0001
jupiter,2.9256,4.0486,-0.0823
saturn,-6.5717,6.3875,0.1509
uranus,-4.4049,18.3854,0.1250
neptune,27.2723,12.1058,-0.8765
sun,0.0063,-0.0091,-0.0001
jupiter,2.9028,4.0660,-0.0819
saturn,-6.5869,6.3729,0.1517
uranus,-4.4189,18.3814,0.1252
neptune,27.2676,12.1163,-0.8766
sun,0.0063,-0.0091,-0.0001
jupiter,2.8800,4.0832,-0.0814
saturn,-6.6022,6.3583,0.1526
uranus,-4.4329,18.3774,0.1253
neptune,27.2629,12.1269,-0.8767
sun,0.0063,-0.0091,-0.0001
jupiter,2.8570,4.1004,-0.0810
saturn,-6.6174,6.3436,0.1534
uranus,-4.4469,18.3734,0.1255
neptune,27.2582,12.1375,-0.8768
sun,0.0063,-0.0091,-0.0001
jupiter,2.8339,4.1174,-0.0806
saturn,-6.6326,6.3289,0.1543
uranus,-4.4610,18.3694,0.1257
neptune,27.2535,12.1480,-0.8769
sun,0.0064,-0.0091,-0.0001
jupiter,2.8108,4.1342,-0.0801
saturn,-6.6478,6.3141,0.1552
uranus,-4.4750,18.3654,0.1258
neptune,27.2488,12.1586,-0.8770
sun,0.0064,-0.0091,-0.0001
jupiter,2.7876,4.1510,-0.0797
saturn,-6.6629,6.2993,0.1560
uranus,-4.4890,18.3614,0.1260
neptune,27.2440,12.1692,-0.8771
sun,0.0064,-0.0091,-0.0001
jupiter,2.7643,4.1676,-0.0792
saturn,-6.6780,6.2845,0.1569
uranus,-4.5030,18.3574,0.1262
neptune,27.2393,12.1797,-0.8772
sun,0.0065,-0.0091,-0.0001
jupiter,2.7408,4.1841,-0.0787
saturn,-6.6930,6.2697,0.1577
uranus,-4.5170,18.3533,0.1263
neptune,27.2346,12.1903,-0.8774
sun,0.0065,-0.0092,-0.0001
jupiter,2.7174,4.2004,-0.0783
saturn,-6.7081,6.2548,0.1586
uranus,-4.5310,18.3492,0.1265
neptune,27.2299,12.2009,-0.8775
sun,0.0065,-0.0092,-0.0001
jupiter,2.6938,4.2166,-0.0778
saturn,-6.7230,6.2399,0.1595
uranus,-4.5450,18.3452,0.1267
neptune,27.2251,12.2114,-0.8776
sun,0.0065,-0.0092,-0.0001
jupiter,2.6701,4.2327,-0.0774
saturn,-6.7380,6.2249,0.1603
uranus,-4.5591,18.3411,0.1268
neptune,27.2204,12.2220,-0.8777
sun,0.0066,-0.0092,-0.0001
jupiter,2.6464,4.2486,-0.0769
saturn,-6.7529,6.2100,0.1612
uranus,-4.5731,18.3370,0.1270
neptune,27.2156,12.2325,-0.8778
sun,0.0066,-0.0092,-0.0001
jupiter,2.6226,4.2644,-0.0764
saturn,-6.7678,6.1950,0.1620
uranus,-4.5871,18.3329,0.1272
neptune,27.2109,12.2431,-0.8779
sun,0.0066,-0.0092,-0.0001
jupiter,2.5986,4.2801,-0.0760
saturn,-6.7826,6.1799,0.1629
uranus,-4.6011,18.3288,0.1273
neptune,27.2061,12.2536,-0.8780
sun,0.0066,-0.0092,-0.0001
jupiter,2.5747,4.2957,-0.0755
saturn,-6.7974,6.1649,0.1637
uranus,-4.6150,18.3247,0.1275
neptune,27.2014,12.2642,-0.8781
sun,0.0067,-0.0092,-0.0002
jupiter,2.5506,4.3111,-0.0750
saturn,-6.8122,6.1498,0.1646
uranus,-4.6290,18.3205,0.1277
neptune,27.1966,12.2747,-0.8782
sun,0.0067,-0.0092,-0.0002
jupiter,2.5264,4.3263,-0.0745
saturn,-6.8270,6.1346,0.1654
uranus,-4.6430,18.3164,0.1278
neptune,27.1918,12.2853,-0.8783
sun,0.0067,-0.0093,-0.0002
jupiter,2.5022,4.3415,-0.0741
saturn,-6.8417,6.1195,0.1663
uranus,-4.6570,18.3122,0.1280
neptune,27.1871,12.2958,-0.8784
sun,0.0068,-0.0093,-0.0002
jupiter,2.4779,4.3565,-0.0736
saturn,-6.8563,6.1043,0.1671
uranus,-4.6710,18.3081,0.1282
neptune,27.1823,12.3064,-0.8785
sun,0.0068,-0.0093,-0.0002
jupiter,2.4535,4.3713,-0.0731
saturn,-6.8710,6.0891,0.1680
uranus,-4.6850,18.3039,0.1283
neptune,27.1775,12.3169,-0.8786
sun,0.0068,-0.0093,-0.0002
jupiter,2.4291,4.3861,-0.0726
saturn,-6.8856,6.0738,0.1688
uranus,-4.6990,18.2997,0.1285
neptune,27.1727,12.3274,-0.8788
sun,0.0068,-0.0093,-0.0002
jupiter,2.4045,4.4007,-0.0721
saturn,-6.9002,6.0585,0.1697
uranus,-4.7129,18.2955,0.1287
neptune,27.1680,12.3380,-0.8789
sun,0.0069,-0.0093,-0.0002
jupiter,2.3799,4.4151,-0.0716
saturn,-6.9147,6.0432,0.1705
uranus,-4.7269,18.2913,0.1288
neptune,27.1632,12.3485,-0.8790
sun,0.0069,-0.0093,-0.0002
jupiter,2.3552,4.4294,-0.0711
saturn,-6.9292,6.0278,0.1713
uranus,-4.7409,18.2871,0.1290
neptune,27.1584,12.3590,-0.8791
sun,0.0069,-0.0093,-0.0002
jupiter,2.3305,4.4436,-0.0706
saturn,-6.9437,6.0125,0.1722
uranus,-4.7548,18.2828,0.1292
neptune,27.1536,12.3696,-0.8792
sun,0.0070,-0.0093,-0.0002
jupiter,2.3056,4.4576,-0.0701
saturn,-6.9581,5.9971,0.1730
uranus,-4.7688,18.2786,0.1293
neptune,27.1488,12.3801,-0.8793
sun,0.0070,-0.0093,-0.0002
jupiter,2.2807,4.4715,-0.0696
saturn,-6.9725,5.9816,0.1739
uranus,-4.7828,18.2743,0.1295
neptune,27.1440,12.3906,-0.8794
sun,0.0070,-0.0093,-0.0002
jupiter,2.2558,4.4853,-0.0691
saturn,-6.9868,5.9661,0.1747
uranus,-4.7967,18.2701,0.1296
neptune,27.1392,12.4011,-0.8795
sun,0.0070,-0.0094,-0.0002
jupiter,2.2307,4.4989,-0.0686
saturn,-7.0012,5.9506,0.1756
uranus,-4.8107,18.2658,0.1298
neptune,27.1343,12.4117,-0.8796
sun,0.0071,-0.0094,-0.0002
jupiter,2.2056,4.5124,-0.0681
saturn,-7.0154,5.9351,0.1764
uranus,-4.8246,18.2615,0.1300
neptune,27.1295,12.4222,-0.8797
sun,0.0071,-0.0094,-0.0002
jupiter,2.1804,4.5257,-0.0676
saturn,-7.0297,5.9196,0.1772
uranus,-4.8386,18.2572,0.1301
neptune,27.1247,12.4327,-0.8798
sun,0.0071,-0.0094,-0.0002
jupiter,2.1552,4.5389,-0.0671
saturn,-7.0439,5.9040,0.1781
uranus,-4.8525,18.2529,0.1303
neptune,27.1199,12.4432,-0.8799
sun,0.0072,-0.0094,-0.0002
jupiter,2.1299,4.5520,-0.0666
saturn,-7.0581,5.8883,0.1789
uranus,-4.8665,18.2486,0.1305
neptune,27.1150,12.4537,-0.8800
sun,0.0072,-0.0094,-0.0002
jupiter,2.1045,4.5649,-0.0661
saturn,-7.0722,5.8727,0.1797
uranus,-4.8804,18.2442,0.1306
neptune,27.1102,12.4642,-0.8801
sun,0.0072,-0.0094,-0.0002
jupiter,2.0790,4.5777,-0.0656
saturn,-7.0863,5.8570,0.1806
uranus,-4.8944,18.2399,0.1308
neptune,27.1054,12.4748,-0.8802
sun,0.0073,-0.0094,-0.0002
jupiter,2.0535,4.5903,-0.0651
saturn,-7.1004,5.8413,0.1814
uranus,-4.9083,18.2356,0.1310
neptune,27.1005,12.4853,-0.8803
sun,0.0073,-0.0094,-0.0002
jupiter,2.0280,4.6028,-0.0645
saturn,-7.1144,5.8256,0.1822
uranus,-4.9222,18.2312,0.1311
neptune,27.0957,12.4958,-0.8804
sun,0.0073,-0.0094,-0.0002
jupiter,2.0023,4.6151,-0.0640
saturn,-7.1284,5.8098,0.1831
